t[s],x[m],y[m],v[m/s],ax[m/s^2],ay[m/s^2], az[m/s^2],roll[rad],pitch[rad],yaw[rad],gy_x[rad/sec],gy_y[rad/sec],gy_z[rad/sec],_,_,_,latitude,longitude,
72672,,,,0,0.071,0.018,-0.000409408,-0.116155976,1.84480776,0.023333333,0.008888889,0.125555556,,,,,,
72673,,,,-0.008,0.139,0.029,-0.000283192,-0.11617821,1.845583086,0.031111111,-0.001111111,0.084444444,,,,,,
72674,-1.01E-05,7.54E-05,4.810500145,,,,,,,,,,,,,,,
72674,,,,,,,,,,,,,,,,31.26555333,34.7301365,
72675,,,,-0.017,0.199,0.011,-0.000211039,-0.11610614,1.846018958,0.013333333,0,0.043333333,,,,,,
72675,,,,-0.001,0.157,0.009,-0.000496439,-0.116158864,1.846304358,-0.025555556,0,0.025555556,,,,,,
72676,,,,0.059,0.07,-0.015,-0.001129859,-0.116158424,1.846683759,-0.063333333,-0.006666667,0.038888889,,,,,,
72677,,,,0.056,0.066,-0.04,-0.001950828,-0.116136636,1.847342845,-0.084444444,0.006666667,0.071111111,,,,,,
72679,,,,0.038,-0.006,-0.045,-0.003101413,-0.115894325,1.848191995,-0.097777778,0.021111111,0.085555556,,,,,,
72680,,,,0.028,0,-0.071,-0.004153795,-0.11557767,1.849035008,-0.105555556,0.04,0.086666667,,,,,,
72680,,,,0.045,-0.046,0.042,-0.005275689,-0.115168608,1.849807825,-0.107777778,0.033333333,0.08,,,,,,
72681,,,,0.028,-0.111,0.05,-0.006483589,-0.114824153,1.850390069,-0.107777778,0.036666667,0.055555556,,,,,,
72682,,,,-0.043,0.026,-0.017,-0.007397119,-0.114259191,1.850954173,-0.093333333,0.065555556,0.058888889,,,,,,
72683,,,,-0.007,-0.059,0.061,-0.008193759,-0.113453608,1.851607766,-0.076666667,0.076666667,0.073333333,,,,,,
72684,-1.01E-05,7.59E-05,4.745999813,,,,,,,,,,,,,,,
72684,,,,,,,,,,,,,,,,31.2655535,34.73014167,
72685,,,,0.027,-0.112,0.21,-0.008925054,-0.112913984,1.851989308,-0.064444444,0.051111111,0.034444444,,,,,,
72685,,,,-0.021,-0.068,0.098,-0.009465826,-0.112231332,1.852456753,-0.058888889,0.075555556,0.045555556,,,,,,
72686,,,,-0.086,0.013,0.031,-0.009955188,-0.1111977,1.852894956,-0.042222222,0.106666667,0.048888889,,,,,,
72687,,,,-0.074,-0.02,0.012,-0.010495177,-0.110514524,1.853361522,-0.041111111,0.062222222,0.047777778,,,,,,
72688,,,,-0.085,0.007,-0.071,-0.010979956,-0.110095712,1.853728394,-0.05,0.051111111,0.038888889,,,,,,
72690,,,,0.033,-0.094,0.092,-0.011666566,-0.109826431,1.854204767,-0.07,0.018888889,0.048888889,,,,,,
72690,,,,0.05,-0.115,0.143,-0.012568044,-0.109870229,1.854596937,-0.081111111,-0.004444444,0.033333333,,,,,,
72691,,,,0.017,-0.081,0.096,-0.013352612,-0.109673347,1.855078881,-0.078888889,0.018888889,0.057777778,,,,,,
72692,,,,0,-0.147,0.061,-0.014023471,-0.10922988,1.855723873,-0.06,0.044444444,0.058888889,,,,,,
